Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity Ordered
US-2016-114741,06-Dec-16,10-Dec-16,Standard Class,IL-15100,OFF-PA-10000048,7
CA-2016-159779,25-Sep-16,29-Sep-16,Standard Class,SB-20185,OFF-BI-10002735,16
CA-2018-125745,30-Jun-18,04-Jul-18,Standard Class,DV-13045,FUR-FU-10001591,1
CA-2018-126123,14-Oct-18,18-Oct-18,Standard Class,AG-10765,OFF-BI-10000309,23
CA-2016-110548,04-May-16,08-May-16,Standard Class,AH-10690,TEC-PH-10002922,26
CA-2018-117324,08-Dec-18,13-Dec-18,Standard Class,JP-15520,TEC-AC-10003023,22
US-2015-126340,08-Nov-15,14-Nov-15,Standard Class,EB-13870,TEC-PH-10004447,17
CA-2015-105270,11-Nov-15,18-Nov-15,Standard Class,AP-10915,OFF-AR-10003156,24
US-2018-146878,21-Sep-18,27-Sep-18,Standard Class,DL-12865,OFF-BI-10002794,23
US-2016-155369,19-Apr-16,25-Apr-16,Standard Class,PG-18820,OFF-AP-10002578,13
CA-2018-166695,20-May-18,24-May-18,Standard Class,CC-12430,FUR-CH-10000225,4
US-2017-132577,22-Nov-17,27-Nov-17,Standard Class,JE-15475,OFF-BI-10004040,5
CA-2018-139437,03-Jul-18,08-Jul-18,Standard Class,RD-19585,OFF-ST-10002485,4
CA-2018-157903,04-Apr-18,08-Apr-18,Standard Class,AM-10705,TEC-PH-10004345,13
US-2015-161305,06-Jun-15,12-Jun-15,Standard Class,SB-20170,OFF-BI-10002794,9
US-2015-107993,25-Nov-15,30-Nov-15,Standard Class,SE-20110,OFF-AR-10003179,1
CA-2018-131632,31-Oct-18,04-Nov-18,Standard Class,AH-10120,OFF-AR-10003651,10
CA-2015-165764,03-Nov-15,07-Nov-15,Standard Class,SH-20395,OFF-ST-10001558,23
CA-2017-113845,20-Nov-17,25-Nov-17,Standard Class,FA-14230,FUR-BO-10004695,3
CA-2016-103135,24-Jul-16,28-Jul-16,Standard Class,SS-20515,FUR-FU-10001487,5
CA-2016-165162,14-May-16,21-May-16,Standard Class,HG-15025,OFF-ST-10003470,16
CA-2016-141754,20-Dec-16,25-Dec-16,Standard Class,EM-14200,OFF-LA-10004093,23
CA-2017-123358,10-Apr-17,17-Apr-17,Standard Class,BT-11680,OFF-AP-10004980,16
CA-2018-124205,15-Sep-18,19-Sep-18,Standard Class,TC-21145,FUR-FU-10002445,25
CA-2017-109827,25-Dec-17,01-Jan-18,Standard Class,LW-16825,FUR-TA-10002607,21
CA-2015-144414,17-Jun-15,21-Jun-15,Standard Class,GH-14425,FUR-FU-10003981,11
CA-2018-121706,26-Feb-18,02-Mar-18,Standard Class,BM-11140,OFF-AP-10003287,26
CA-2017-140046,28-Jul-17,03-Aug-17,Standard Class,KM-16660,OFF-LA-10000305,25
CA-2015-164182,14-Jul-15,18-Jul-15,Standard Class,ST-20530,TEC-PH-10002070,21
CA-2016-141740,01-Nov-16,05-Nov-16,Standard Class,JF-15490,FUR-CH-10001545,9
CA-2018-118122,17-Nov-18,24-Nov-18,Standard Class,GG-14650,OFF-BI-10002103,17
CA-2017-139941,12-Jun-17,17-Jun-17,Standard Class,CB-12415,OFF-PA-10000241,17
CA-2016-106208,10-Dec-16,15-Dec-16,Standard Class,JW-16075,OFF-AP-10004980,4
CA-2018-133067,04-May-18,10-May-18,Standard Class,MY-18295,OFF-BI-10002897,2
US-2017-119046,02-Jun-17,06-Jun-17,Standard Class,EH-13765,OFF-PA-10000246,14
CA-2017-123337,16-Sep-17,22-Sep-17,Standard Class,KD-16495,FUR-BO-10001918,26
CA-2016-144519,13-Nov-16,17-Nov-16,Standard Class,AW-10930,TEC-PH-10004908,3
CA-2016-162761,09-Oct-16,13-Oct-16,Standard Class,SC-20575,OFF-BI-10000145,6
CA-2016-129532,08-Dec-16,12-Dec-16,Standard Class,YS-21880,OFF-ST-10004186,16
CA-2015-163223,21-Mar-15,25-Mar-15,Standard Class,KH-16690,TEC-PH-10000730,15
CA-2018-146493,01-Jun-18,05-Jun-18,Standard Class,CV-12805,OFF-BI-10003676,14
US-2017-140158,04-Oct-17,08-Oct-17,Standard Class,DR-12940,OFF-BI-10000977,18
CA-2015-139542,25-Oct-15,29-Oct-15,Standard Class,EH-14185,TEC-AC-10001553,24
US-2016-142811,02-Apr-16,07-Apr-16,Standard Class,JL-15850,TEC-PH-10003095,23
CA-2018-141103,30-Jul-18,06-Aug-18,Standard Class,JF-15355,TEC-PH-10003589,11
CA-2016-127327,03-Feb-16,07-Feb-16,Standard Class,PW-19030,FUR-CH-10004218,22
CA-2016-110891,20-Nov-16,24-Nov-16,Standard Class,PO-19195,FUR-CH-10002880,6
CA-2017-166373,21-Oct-17,25-Oct-17,Standard Class,JF-15565,TEC-AC-10002323,17
CA-2017-158806,07-Jan-17,11-Jan-17,Standard Class,NM-18520,FUR-FU-10004270,6
CA-2018-169012,10-Jul-18,14-Jul-18,Standard Class,BF-11275,OFF-AP-10003278,10
CA-2017-145611,20-Sep-17,24-Sep-17,Standard Class,HA-14905,OFF-AP-10001005,6
CA-2016-107020,10-Jul-16,14-Jul-16,Standard Class,MV-18190,OFF-BI-10003719,2
CA-2017-116722,11-Nov-17,16-Nov-17,Standard Class,LP-17080,FUR-FU-10001934,7
CA-2016-122266,26-Apr-16,30-Apr-16,Standard Class,SA-20830,FUR-TA-10000577,4
CA-2015-152905,18-Feb-15,24-Feb-15,Standard Class,AB-10015,OFF-ST-10000321,15
CA-2016-138457,13-Sep-16,17-Sep-16,Standard Class,AM-10705,OFF-BI-10000014,11
US-2017-139262,21-Feb-17,25-Feb-17,Standard Class,LC-16960,OFF-BI-10003727,11
CA-2017-163048,08-Feb-17,15-Feb-17,Standard Class,MH-17440,FUR-CH-10001270,17
CA-2015-126200,25-Aug-15,29-Aug-15,Standard Class,JE-15715,OFF-BI-10002133,25
US-2018-132031,23-Apr-18,27-Apr-18,Standard Class,PN-18775,FUR-BO-10001972,14
CA-2017-126284,20-Sep-17,24-Sep-17,Standard Class,EN-13780,OFF-BI-10004828,14
CA-2018-104318,13-May-18,18-May-18,Standard Class,FH-14275,OFF-AP-10000358,17
CA-2018-156664,18-Dec-18,23-Dec-18,Standard Class,BP-11290,OFF-BI-10004209,23
CA-2017-145709,04-Oct-17,08-Oct-17,Standard Class,AH-10690,TEC-PH-10003095,18
CA-2017-110898,06-Mar-17,12-Mar-17,Standard Class,LC-16870,OFF-AP-10001626,20
US-2017-152415,17-Sep-17,22-Sep-17,Standard Class,PO-18865,FUR-FU-10002597,15
CA-2018-122539,01-Dec-18,05-Dec-18,Standard Class,SC-20305,OFF-LA-10004853,6
CA-2015-161032,18-Nov-15,23-Nov-15,Standard Class,MK-17905,FUR-CH-10001482,13
US-2015-154655,12-Oct-15,17-Oct-15,Standard Class,BP-11050,OFF-SU-10000898,8
CA-2015-140032,08-Sep-15,13-Sep-15,Standard Class,TS-21340,OFF-BI-10000822,20
CA-2015-109127,21-Dec-15,25-Dec-15,Standard Class,JC-15775,OFF-LA-10004409,2
CA-2017-107475,07-Jun-17,11-Jun-17,Standard Class,RS-19870,OFF-FA-10002988,20
CA-2017-144785,18-Apr-17,23-Apr-17,Standard Class,CS-12490,OFF-AR-10001573,4
CA-2018-125990,19-Oct-18,23-Oct-18,Standard Class,JS-16030,OFF-BI-10004826,8
CA-2017-146913,31-Oct-17,05-Nov-17,Standard Class,SF-20965,FUR-CH-10001854,21
CA-2018-120999,10-Sep-18,15-Sep-18,Standard Class,LC-16930,TEC-PH-10004093,2
CA-2017-169194,20-Jun-17,25-Jun-17,Standard Class,LH-16900,TEC-AC-10002167,15
CA-2017-106075,18-Sep-17,23-Sep-17,Standard Class,HM-14980,OFF-BI-10004654,2
US-2016-134026,26-Apr-16,02-May-16,Standard Class,JE-15745,FUR-CH-10000513,19
CA-2015-123344,24-Sep-15,29-Sep-15,Standard Class,JD-16060,OFF-ST-10001713,13
CA-2017-148796,14-Apr-17,18-Apr-17,Standard Class,PB-19150,FUR-CH-10004886,9
US-2015-150574,19-Dec-15,25-Dec-15,Standard Class,MK-18160,OFF-BI-10000773,3
CA-2016-157812,22-Mar-16,26-Mar-16,Standard Class,DB-13210,TEC-AC-10000171,2
CA-2015-149958,15-Mar-15,19-Mar-15,Standard Class,AS-10240,OFF-ST-10001490,7
CA-2016-146563,24-Aug-16,28-Aug-16,Standard Class,CB-12025,OFF-ST-10001490,23
CA-2018-117240,23-Jul-18,28-Jul-18,Standard Class,CP-12340,OFF-BI-10000848,8
CA-2017-165316,23-Jul-17,27-Jul-17,Standard Class,JB-15400,OFF-AR-10002956,11
CA-2015-133851,09-Jun-15,16-Jun-15,Standard Class,CM-12445,OFF-SU-10001225,10
CA-2018-150707,14-Oct-18,19-Oct-18,Standard Class,EL-13735,OFF-BI-10001078,7
CA-2015-160773,01-Jul-15,05-Jul-15,Standard Class,LW-16825,TEC-PH-10004586,17
CA-2017-139885,04-Dec-17,08-Dec-17,Standard Class,EB-13840,OFF-ST-10003324,21
US-2015-158057,22-Mar-15,26-Mar-15,Standard Class,CC-12685,OFF-BI-10004410,11
CA-2018-104647,23-Feb-18,01-Mar-18,Standard Class,CK-12595,OFF-PA-10002870,11
CA-2018-124401,07-Sep-18,12-Sep-18,Standard Class,RD-19900,OFF-ST-10000649,20
CA-2018-166849,20-Apr-18,26-Apr-18,Standard Class,SJ-20125,FUR-FU-10004597,8
CA-2015-104283,27-Jun-15,01-Jul-15,Standard Class,LM-17065,OFF-ST-10004337,9
CA-2016-130995,01-Nov-16,06-Nov-16,Standard Class,QJ-19255,TEC-PH-10000347,16
CA-2018-127929,23-Dec-18,27-Dec-18,Standard Class,FM-14215,FUR-FU-10003708,17
CA-2018-140053,03-Jul-18,10-Jul-18,Standard Class,CA-12265,FUR-FU-10003708,14
CA-2015-106572,05-Sep-15,10-Sep-15,Standard Class,NP-18700,OFF-ST-10000585,17
CA-2015-108707,24-Oct-15,29-Oct-15,Standard Class,DB-12910,OFF-PA-10000788,24
CA-2017-137729,05-May-17,09-May-17,Standard Class,BF-11005,OFF-ST-10001505,3
CA-2018-147942,01-Apr-18,05-Apr-18,Standard Class,MS-17365,OFF-LA-10003663,21
CA-2015-155887,12-May-15,17-May-15,Standard Class,KT-16480,FUR-TA-10002228,19
US-2016-122140,02-Apr-16,07-Apr-16,Standard Class,MO-17950,OFF-AP-10001242,18
CA-2017-131576,22-Nov-17,26-Nov-17,Standard Class,RD-19585,OFF-BI-10002852,13
CA-2018-138975,19-May-18,23-May-18,Standard Class,SC-20380,TEC-AC-10003441,11
CA-2015-131310,12-Jul-15,18-Jul-15,Standard Class,CL-12565,FUR-CH-10001797,25
CA-2016-164441,08-Nov-16,13-Nov-16,Standard Class,AC-10450,OFF-BI-10001922,20
US-2017-147991,05-May-17,09-May-17,Standard Class,ZD-21925,FUR-FU-10004270,8
CA-2017-103037,25-Jul-17,29-Jul-17,Standard Class,KH-16630,OFF-LA-10004345,12
CA-2016-139584,24-Aug-16,28-Aug-16,Standard Class,EM-13810,FUR-TA-10001539,3
CA-2017-132409,26-May-17,01-Jun-17,Standard Class,TH-21235,OFF-AR-10001919,18
CA-2018-113355,01-Dec-18,05-Dec-18,Standard Class,SJ-20215,TEC-PH-10004912,25
CA-2015-168592,08-Sep-15,14-Sep-15,Standard Class,DP-13390,OFF-AP-10004785,16
CA-2018-122644,12-Nov-18,17-Nov-18,Standard Class,SF-20965,OFF-PA-10003673,25
CA-2018-152737,07-Nov-18,12-Nov-18,Standard Class,TS-21505,OFF-BI-10002982,4
US-2018-126081,29-Jun-18,04-Jul-18,Standard Class,FC-14335,OFF-PA-10003953,16
CA-2018-133004,31-Aug-18,05-Sep-18,Standard Class,AJ-10945,OFF-AP-10002439,22
CA-2017-104969,08-Apr-17,14-Apr-17,Standard Class,EH-14125,OFF-EN-10002312,3
US-2015-156559,19-Aug-15,26-Aug-15,Standard Class,LH-16900,FUR-BO-10000711,10
CA-2016-116687,02-May-16,07-May-16,Standard Class,NC-18625,OFF-LA-10000443,17
CA-2018-112536,18-May-18,23-May-18,Standard Class,SG-20890,OFF-BI-10003712,7
CA-2018-166709,17-Nov-18,22-Nov-18,Standard Class,HL-15040,TEC-CO-10004722,12
CA-2017-108868,08-Sep-17,12-Sep-17,Standard Class,KB-16585,OFF-AR-10001953,10
US-2017-111290,22-Jul-17,26-Jul-17,Standard Class,DK-13375,TEC-AC-10004975,26
CA-2018-155075,02-Dec-18,09-Dec-18,Standard Class,GW-14605,OFF-BI-10003650,11
CA-2017-124814,10-Apr-17,16-Apr-17,Standard Class,FM-14215,OFF-PA-10002787,24
US-2018-111920,22-Oct-18,26-Oct-18,Standard Class,PS-18970,OFF-AR-10003179,14
CA-2016-135020,28-May-16,02-Jun-16,Standard Class,MS-17770,TEC-PH-10004093,16
CA-2017-139556,26-Apr-17,01-May-17,Standard Class,DB-13360,FUR-CH-10004983,19
CA-2017-133550,31-Jul-17,06-Aug-17,Standard Class,KL-16645,OFF-AP-10001005,2
CA-2017-101987,24-Jun-17,30-Jun-17,Standard Class,HL-15040,TEC-PH-10001305,6
CA-2018-117436,08-Jun-18,14-Jun-18,Standard Class,LW-17125,OFF-BI-10004040,7
CA-2017-130484,22-Aug-17,27-Aug-17,Standard Class,SG-20470,OFF-BI-10000088,20
CA-2018-110884,07-Mar-18,12-Mar-18,Standard Class,SH-20395,OFF-BI-10003669,3
CA-2017-160304,02-Jan-17,07-Jan-17,Standard Class,BM-11575,FUR-BO-10004709,22
CA-2016-155124,15-Mar-16,21-Mar-16,Standard Class,KS-16300,TEC-PH-10003356,3
CA-2018-106782,21-Dec-18,27-Dec-18,Standard Class,LP-17095,OFF-ST-10004459,2
CA-2018-155824,10-Mar-18,15-Mar-18,Standard Class,KS-16300,OFF-AP-10000390,5
CA-2017-155166,26-Dec-17,02-Jan-18,Standard Class,BB-11545,FUR-CH-10003968,7
US-2015-104759,31-Mar-15,04-Apr-15,Standard Class,DD-13570,OFF-BI-10002071,19
CA-2018-156720,30-Dec-18,03-Jan-19,Standard Class,JM-15580,OFF-FA-10003472,23
CA-2016-146696,14-Dec-16,19-Dec-16,Standard Class,RD-19480,OFF-BI-10002432,13
CA-2015-140487,14-Jun-15,20-Jun-15,Standard Class,SR-20425,FUR-BO-10000711,5
US-2018-114034,03-Jan-18,08-Jan-18,Standard Class,DL-13315,OFF-PA-10004735,13
CA-2015-133424,30-Mar-15,04-Apr-15,Standard Class,Dl-13600,OFF-ST-10002957,14
US-2015-139500,16-Nov-15,20-Nov-15,Standard Class,AB-10165,FUR-CH-10002017,19
CA-2015-150490,05-Aug-15,11-Aug-15,Standard Class,SS-20590,TEC-AC-10004510,26
CA-2017-107790,20-Nov-17,24-Nov-17,Standard Class,EH-13990,TEC-PH-10004539,17
CA-2017-145492,20-Nov-17,27-Nov-17,Standard Class,MC-17605,OFF-AP-10003622,1
CA-2017-167115,04-Apr-17,09-Apr-17,Standard Class,EH-14185,OFF-BI-10004600,12
CA-2016-120551,13-Apr-16,20-Apr-16,Standard Class,SS-20590,OFF-BI-10002071,14
CA-2017-134936,19-Dec-17,25-Dec-17,Standard Class,ES-14080,FUR-TA-10001086,2
CA-2016-168634,06-Dec-16,11-Dec-16,Standard Class,AF-10870,OFF-AP-10001626,23
CA-2017-156139,31-Dec-17,06-Jan-18,Standard Class,BP-11155,OFF-BI-10004233,23
CA-2018-104913,18-Nov-18,22-Nov-18,Standard Class,DK-13090,TEC-PH-10000923,6
CA-2016-111206,18-Jul-16,22-Jul-16,Standard Class,RF-19735,TEC-AC-10003095,2
CA-2017-142895,21-Jul-17,26-Jul-17,Standard Class,BP-11290,OFF-LA-10000262,2
CA-2018-119011,20-Aug-18,25-Aug-18,Standard Class,LR-17035,OFF-SU-10004768,5
CA-2016-134201,10-Apr-16,16-Apr-16,Standard Class,EH-14125,OFF-ST-10001476,23
CA-2016-120901,31-Dec-16,04-Jan-17,Standard Class,BG-11035,OFF-ST-10000025,7
CA-2016-114048,14-Dec-16,18-Dec-16,Standard Class,EH-13945,FUR-FU-10004351,20
CA-2018-121083,09-Jul-18,15-Jul-18,Standard Class,JF-15190,OFF-PA-10001497,21
CA-2015-148782,02-Nov-15,07-Nov-15,Standard Class,PO-18850,TEC-PH-10002923,10
CA-2018-139444,09-Sep-18,15-Sep-18,Standard Class,GK-14620,OFF-LA-10000134,23
CA-2018-152226,12-May-18,16-May-18,Standard Class,JH-15910,OFF-LA-10000443,17
CA-2015-110611,06-Oct-15,13-Oct-15,Standard Class,JD-16015,OFF-ST-10000642,5
CA-2015-107811,29-Apr-15,03-May-15,Standard Class,LA-16780,FUR-CH-10001394,17
CA-2018-151981,06-Aug-18,12-Aug-18,Standard Class,GM-14455,TEC-PH-10003601,5
CA-2016-107678,21-Apr-16,28-Apr-16,Standard Class,JK-16090,FUR-CH-10001891,17
CA-2016-135510,05-Sep-16,12-Sep-16,Standard Class,TW-21025,FUR-FU-10000820,11
CA-2016-118843,13-Sep-16,20-Sep-16,Standard Class,JH-15910,FUR-FU-10003975,22
CA-2015-101462,20-Apr-15,25-Apr-15,Standard Class,BP-11230,FUR-FU-10000409,22
US-2017-126452,21-Aug-17,28-Aug-17,Standard Class,SC-20230,OFF-BI-10004465,24
CA-2018-123036,10-Sep-18,17-Sep-18,Standard Class,HA-14905,TEC-AC-10003499,21
CA-2016-137925,30-Nov-16,04-Dec-16,Standard Class,JL-15235,OFF-PA-10002659,12
CA-2016-154823,21-Aug-16,25-Aug-16,Standard Class,KN-16390,OFF-BI-10001098,12
CA-2017-145548,11-Nov-17,16-Nov-17,Standard Class,EB-13750,OFF-ST-10002562,11
CA-2018-127712,31-Aug-18,05-Sep-18,Standard Class,MG-17890,OFF-SU-10002522,12
CA-2017-112256,23-Jul-17,28-Jul-17,Standard Class,CK-12205,OFF-AR-10001216,13
CA-2015-159625,23-Nov-15,28-Nov-15,Standard Class,SM-20005,OFF-EN-10002621,19
CA-2017-109666,19-Apr-17,26-Apr-17,Standard Class,KM-16720,TEC-PH-10004774,10
CA-2018-141439,26-Nov-18,01-Dec-18,Standard Class,TT-21460,FUR-TA-10001039,17
CA-2018-100412,22-Dec-18,26-Dec-18,Standard Class,SR-20425,FUR-CH-10002647,19
US-2018-104437,27-Jan-18,31-Jan-18,Standard Class,TG-21310,TEC-PH-10000193,15
CA-2018-113075,02-Sep-18,06-Sep-18,Standard Class,MC-18100,TEC-AC-10003441,21
CA-2017-109953,14-Jul-17,18-Jul-17,Standard Class,RB-19360,TEC-PH-10004093,4
US-2015-127978,03-Mar-15,08-Mar-15,Standard Class,JS-15595,OFF-LA-10000305,19
CA-2017-133368,14-Jan-17,20-Jan-17,Standard Class,AG-10675,OFF-PA-10004039,18
CA-2017-121377,28-May-17,02-Jun-17,Standard Class,TN-21040,TEC-PH-10001817,20
CA-2015-107769,28-Oct-15,01-Nov-15,Standard Class,BT-11395,TEC-PH-10001336,16
CA-2018-168172,06-Aug-18,10-Aug-18,Standard Class,SH-20395,OFF-SU-10002573,6
CA-2017-109652,10-Apr-17,15-Apr-17,Standard Class,QJ-19255,OFF-AR-10000034,11
CA-2015-103492,10-Oct-15,15-Oct-15,Standard Class,CM-12715,TEC-PH-10001128,3
CA-2016-164567,15-Jun-16,19-Jun-16,Standard Class,GK-14620,TEC-PH-10002103,4
CA-2015-105872,30-May-15,06-Jun-15,Standard Class,JG-15160,OFF-BI-10003684,4
CA-2017-158925,24-Oct-17,28-Oct-17,Standard Class,JP-15460,OFF-PA-10003072,24
CA-2018-125367,23-Jul-18,30-Jul-18,Standard Class,NM-18445,OFF-BI-10002412,17
CA-2018-124744,21-Jun-18,25-Jun-18,Standard Class,EH-14125,OFF-BI-10002852,13
CA-2017-139808,07-Oct-17,11-Oct-17,Standard Class,MC-18100,OFF-FA-10001883,19
CA-2016-149846,22-May-16,26-May-16,Standard Class,SB-20185,OFF-LA-10004484,2
US-2018-150070,07-Sep-18,12-Sep-18,Standard Class,JA-15970,FUR-CH-10004860,16
CA-2017-118073,12-Aug-17,16-Aug-17,Standard Class,CS-12490,FUR-TA-10002533,26
CA-2015-103219,09-Nov-15,13-Nov-15,Standard Class,BF-11215,FUR-FU-10004091,26
CA-2017-131296,04-Oct-17,09-Oct-17,Standard Class,MS-17830,FUR-TA-10002622,26
CA-2018-107174,06-Nov-18,13-Nov-18,Standard Class,AB-10060,FUR-TA-10004575,4
CA-2017-147109,17-Dec-17,21-Dec-17,Standard Class,AH-10075,OFF-PA-10001972,5
CA-2018-107265,06-Apr-18,12-Apr-18,Standard Class,ML-17755,OFF-PA-10000474,3
CA-2016-109190,23-Oct-16,28-Oct-16,Standard Class,CC-12685,OFF-PA-10000069,8
CA-2017-141887,11-Jan-17,15-Jan-17,Standard Class,MP-17470,FUR-FU-10002268,16
CA-2015-137575,06-Aug-15,11-Aug-15,Standard Class,TB-21625,TEC-AC-10004571,16
CA-2015-140473,30-May-15,03-Jun-15,Standard Class,MC-17425,TEC-CO-10004202,19
CA-2017-165918,10-Sep-17,14-Sep-17,Standard Class,BD-11770,OFF-LA-10003720,12
CA-2016-136147,13-Nov-16,18-Nov-16,Standard Class,FM-14380,OFF-BI-10004224,15
CA-2018-159793,25-Aug-18,29-Aug-18,Standard Class,SV-20365,FUR-BO-10001798,23
CA-2017-168361,21-Jun-17,25-Jun-17,Standard Class,KB-16600,OFF-BI-10003727,25
US-2018-132675,24-Sep-18,28-Sep-18,Standard Class,KF-16285,OFF-ST-10004950,20
US-2016-168704,13-Apr-16,17-Apr-16,Standard Class,FP-14320,FUR-TA-10000688,18
US-2018-139577,01-Oct-18,06-Oct-18,Standard Class,TN-21040,TEC-AC-10004708,26
CA-2015-152268,02-Sep-15,07-Sep-15,Standard Class,SC-20095,OFF-BI-10001359,7
CA-2018-117009,22-Sep-18,28-Sep-18,Standard Class,BK-11260,OFF-SU-10001218,5
CA-2017-126732,02-Sep-17,06-Sep-17,Standard Class,LR-16915,FUR-FU-10001889,10
CA-2018-154011,19-Jun-18,26-Jun-18,Standard Class,DB-13270,OFF-BI-10003166,21
CA-2016-166219,28-Aug-16,01-Sep-16,Standard Class,BP-11185,TEC-PH-10004165,25
CA-2016-119627,17-Aug-16,23-Aug-16,Standard Class,SC-20725,TEC-AC-10002217,18
CA-2017-158617,22-Sep-17,28-Sep-17,Standard Class,AC-10660,OFF-PA-10002245,8
CA-2016-129546,28-Sep-16,05-Oct-16,Standard Class,RP-19855,OFF-AP-10002495,2
CA-2017-101189,04-Feb-17,09-Feb-17,Standard Class,JB-15400,OFF-ST-10004180,9
CA-2018-108931,14-Sep-18,19-Sep-18,Standard Class,HZ-14950,OFF-PA-10002741,25
CA-2016-149517,19-Sep-16,23-Sep-16,Standard Class,FC-14245,FUR-FU-10003464,15
CA-2018-144365,24-Oct-18,30-Oct-18,Standard Class,CS-11950,OFF-FA-10000735,2
CA-2016-117898,05-Dec-16,11-Dec-16,Standard Class,TB-21250,OFF-EN-10004459,9
US-2018-109484,06-Nov-18,12-Nov-18,Standard Class,RB-19705,OFF-BI-10004738,15
CA-2016-155040,10-Nov-16,15-Nov-16,Standard Class,AH-10210,TEC-AC-10004469,18
CA-2016-130792,28-Apr-16,05-May-16,Standard Class,RA-19915,OFF-AP-10000696,18
CA-2017-109869,22-Apr-17,29-Apr-17,Standard Class,TN-21040,FUR-FU-10000023,10
CA-2016-134782,27-Dec-16,31-Dec-16,Standard Class,MD-17350,OFF-EN-10001434,5
CA-2018-153787,19-May-18,23-May-18,Standard Class,AT-10735,OFF-AP-10001563,24
CA-2018-114552,02-Sep-18,08-Sep-18,Standard Class,Dl-13600,FUR-FU-10002960,13
CA-2018-131954,21-Jan-18,25-Jan-18,Standard Class,DS-13030,OFF-ST-10000736,11
CA-2015-106810,14-May-15,20-May-15,Standard Class,AJ-10795,FUR-FU-10004306,8
CA-2016-115091,05-Oct-16,09-Oct-16,Standard Class,JJ-15760,OFF-AR-10000658,14
CA-2018-114216,02-Sep-18,06-Sep-18,Standard Class,RK-19300,OFF-PA-10002195,15
CA-2017-145919,18-Dec-17,23-Dec-17,Standard Class,HG-14965,OFF-PA-10003072,13
CA-2018-136672,07-Mar-18,12-Mar-18,Standard Class,MG-17890,TEC-AC-10004510,21
CA-2018-122700,26-Nov-18,30-Nov-18,Standard Class,LT-17110,TEC-PH-10003092,3
CA-2017-133725,23-May-17,28-May-17,Standard Class,KL-16645,TEC-PH-10004165,3
CA-2018-148474,12-Jun-18,19-Jun-18,Standard Class,ME-17320,OFF-BI-10000977,1
CA-2017-154403,23-May-17,27-May-17,Standard Class,AP-10720,OFF-PA-10001526,23
CA-2018-124597,30-Apr-18,05-May-18,Standard Class,AS-10630,OFF-LA-10003190,24
CA-2016-125178,03-Oct-16,09-Oct-16,Standard Class,MZ-17515,OFF-ST-10002562,24
CA-2016-109939,08-May-16,12-May-16,Standard Class,AA-10375,OFF-AR-10000127,10
CA-2017-128923,09-Dec-17,13-Dec-17,Standard Class,GB-14530,OFF-PA-10002250,3
US-2018-158946,18-Nov-18,23-Nov-18,Standard Class,JW-15220,OFF-AR-10001860,17
CA-2015-126032,23-Jun-15,28-Jun-15,Standard Class,BS-11665,TEC-AC-10000158,3
CA-2017-117282,14-Jul-17,18-Jul-17,Standard Class,DR-12880,OFF-BI-10004094,2
CA-2017-125738,15-Oct-17,21-Oct-17,Standard Class,PB-18805,OFF-PA-10000740,17
CA-2017-122322,15-Jul-17,21-Jul-17,Standard Class,RH-19510,OFF-SU-10000952,6
CA-2016-102036,21-Sep-16,27-Sep-16,Standard Class,CS-12130,OFF-ST-10003123,2
CA-2017-137736,10-Nov-17,15-Nov-17,Standard Class,DC-13285,OFF-AR-10004999,16
CA-2017-119165,31-Oct-17,06-Nov-17,Standard Class,BD-11320,FUR-CH-10000988,24
CA-2015-128888,15-Nov-15,22-Nov-15,Standard Class,PB-19105,OFF-EN-10003001,14
US-2017-114174,08-Sep-17,14-Sep-17,Standard Class,AP-10720,FUR-BO-10003450,6
CA-2018-108070,16-Apr-18,20-Apr-18,Standard Class,JE-15745,OFF-ST-10004804,9
US-2015-155502,26-Jan-15,31-Jan-15,Standard Class,SD-20485,FUR-FU-10004587,6
US-2018-110604,15-May-18,20-May-18,Standard Class,JF-15295,FUR-FU-10000076,11
CA-2016-162369,15-Aug-16,19-Aug-16,Standard Class,TT-21265,OFF-ST-10000046,4
CA-2015-143182,15-Oct-15,20-Oct-15,Standard Class,DL-12865,FUR-FU-10004270,18
CA-2015-145317,18-Mar-15,23-Mar-15,Standard Class,SM-20320,TEC-MA-10003626,20
CA-2015-154599,12-Apr-15,17-Apr-15,Standard Class,KN-16450,TEC-PH-10001557,14
CA-2018-107342,17-Dec-18,22-Dec-18,Standard Class,VF-21715,OFF-PA-10001745,23
CA-2015-148040,22-Mar-15,26-Mar-15,Standard Class,BF-11275,OFF-PA-10002581,15
CA-2017-152072,15-Jan-17,19-Jan-17,Standard Class,Dp-13240,OFF-EN-10003040,17
CA-2015-127586,26-Sep-15,30-Sep-15,Standard Class,CS-12400,OFF-ST-10002615,24
CA-2018-104381,16-Dec-18,23-Dec-18,Standard Class,RD-19810,OFF-BI-10001628,12
CA-2018-101749,03-Oct-18,08-Oct-18,Standard Class,AS-10045,FUR-TA-10001520,6
CA-2015-142314,23-Dec-15,28-Dec-15,Standard Class,SF-20200,OFF-AP-10002350,11
CA-2018-150525,20-Feb-18,25-Feb-18,Standard Class,JP-16135,OFF-AR-10002375,2
CA-2017-147536,26-Dec-17,31-Dec-17,Standard Class,AR-10510,TEC-AC-10003280,25
CA-2016-161718,04-Dec-16,10-Dec-16,Standard Class,SO-20335,FUR-FU-10002445,10
